1,2,3,4,5,6,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328
P3_V8_5187,P3,V8,Siem Reap,Prasat Bakong,Ballangk,5187,Yes,21-Sep-16,13.28,13.45,,,Completed,,,,,,,,,,,Chan Sreymom,21-Sep-16,Chhorn Chanthy,22-Sep-16,Yes,Oy Sreymom,23-Sep-16,Yes,Socheat,7-Oct-16,Yes,Yes,21-Sep-16,3,1995,23,Buddhist,,Never attended school,,Married or living together,Never attended school,,3,1,2,1,Tube well or borehole,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,Yes,Yes,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P3_V262_3399,P3,V262,Siem Reap,Kralanh,Roung Kou,3399,Yes,14-Sep-16,11.1,11.35,,,Completed,,,,,,,,,,,Khat Chantrea,14-Sep-16,Chhor Lyda,15-Sep-16,Yes,,,,Socheat,28-Sep-16,Yes,Yes,14-Sep-16,4,1988,28,Buddhist,,Never attended school,,Married or living together,Primary (1 - 6),,5,2,3,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,Yes,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Left in the open,,No,0,0,0,Yes,0,0,Yes,0,0,0,Wood,,Cement,,Metal,,Metal,,0,0,0,Yes,0,0,0,0,0
P1_V176_0008,P1,V176,Pursat,Bakan,Ou Ta Paong,8,Yes,31-Aug-16,10.26,10.54,,,Completed,,,,,,,,,,,Hay Davann,31-Aug-16,Chhor Lyda,2-Sep-16,Yes,IRENE,31-Aug-16,Yes,Vannak,6-Sep-16,Yes,Yes,31-Aug-16,10,1979,36,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,7,5,2,1,Tube well or borehole,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,Yes,0,Yes,Yes,0,0,0,0,Yes,Yes,Charcoal,,Parquet or polished wood,,Cement plank,,Wood planks / shingles,,1,Yes,Yes,Yes,0,Yes,Yes,0,Yes
P2_V60_1906,P2,V60,Battambang,Koas Krala,Doun Ba,1906,Yes,8-Sep-16,15.54,16.2,,,Completed,,,,,,,,,,,Khat Srey Chen,8-Sep-16,Chhorn Chanthy,10-Sep-16,Yes,,,,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,88,1953,63,Buddhist,,Never attended school,,Widow,,,4,3,1,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,"Yes, observed card",0,Yes,0,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Metal,,1,0,Yes,0,0,0,0,0,0
P3_V149_3864,P3,V149,Siem Reap,Chi Kraeng,Lveaeng Ruessei,3864,Yes,24-Sep-16,13.4,13.53,,,Completed,,,,,,,,,,,Ra Romphoun,24-Sep-16,Chhem Bunthy,24-Sep-16,Yes,,,,Socheat,11-Oct-16,Yes,Yes,24-Sep-16,1,1990,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,4,1,3,1,Rainwater,,In own dwelling,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,1,0,Yes,Yes,0,0,0,0,0
P1_V184_0315,P1,V184,Pursat,Bakan,Ou Ta Paong,315,Yes,1-Sep-16,,,,,Not home at time of visit,1-Sep-16,13.08,13.35,,,Completed,,,,,Cheat Chansolinda,1-Sep-16,Chhem Bunthy,1-Sep-16,Yes,,,,Vannak,6-Sep-16,Yes,Yes,1-Sep-16,8,1997,20,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,3,1,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Buried,,No,Yes,0,Yes,Yes,0,0,Yes,0,0,0,Wood,,Wood planks,,Metal,,Wood planks / shingles,,1,0,0,0,0,0,0,0,0
P2_V407_1270,P2,V407,Battambang,Moung Ruessei,Ta Loas,1270,Yes,6-Sep-16,10.52,11.2,,,Completed,,,,,,,,,,,Veng Daline,6-Sep-16,Chhor Lyda,6-Sep-16,Yes,,,,Socheat,22-Sep-16,Yes,Yes,6-Sep-16,3,1993,23,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,3,1,2,1,"Surface water (river, dam, lake,",,Elsewhere,30,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,1270,0,,Buried,,No,Yes,Yes,Yes,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,0
P3_V339_3721,P3,V339,Siem Reap,Kralanh,Snuol,3721,Yes,20-Sep-16,14.45,16.06,,,Completed,,,,,,,,,,,Hay Davann,20-Sep-16,Chhor Lyda,20-Sep-16,Yes,,,,Vannak,6-Oct-16,Yes,Yes,20-Sep-16,4,1976,40,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,3,2,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,0,0,Yes,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,0,,Other,THROWN INTO FIELD,"Yes, not observed card",0,0,0,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Palm / bamboo / thatch,,0,0,Yes,0,0,Yes,0,0,0
P3_V181_5172,P3,V181,Siem Reap,Puok,Kdei Run,5172,Yes,20-Sep-16,10.27,10.58,,,Completed,,,,,,,,,,,Sum Chaya,20-Sep-16,Chhorn Chanthy,21-Sep-16,Yes,Oy Sreymom,26-Sep-16,Yes,Vannak,6-Oct-16,Yes,Yes,20-Sep-16,12,1955,63,Buddhist,,Never attended school,,Married or living together,Upper Secondary (10-12),,5,2,3,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,0,Yes,Yes,Yes,0,0,Yes,0,0,Yes,Wood,,Cement,,Clay tiles,,Cement blocks,,0,Yes,Yes,Yes,0,0,0,0,0
P3_V346_4675,P3,V346,Siem Reap,Soutr Nikom,Khnar Pou,4675,Yes,26-Sep-16,12.2,12.5,,,Completed,,,,,,,,,,,Treng Sokea,26-Sep-16,Chhor Lyda,27-Sep-16,Yes,,,,Vannak,13-Oct-16,Yes,Yes,26-Sep-16,9,1990,27,Buddhist,,Never attended school,,Married or living together,Never attended school,,5,2,3,1,Tube well or borehole,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,"Yes, observed card",0,0,0,0,0,0,0,0,0,Yes,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,0,0,0,Yes,0,0,0,0,0
P3_V146_5459,P3,V146,Siem Reap,Chi Kraeng,Lveaeng Ruessei,5459,Yes,26-Sep-16,10.48,11.02,,,Completed,,,,,,,,,,,Kruoch Kuy,26-Sep-16,Chhem Bunthy,26-Sep-16,Yes,,,,Socheat,11-Oct-16,Yes,Yes,26-Sep-16,5,1994,23,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,Yes,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P3_V114_4016,P3,V114,Siem Reap,Chi Kraeng,Spean Tnaot,4016,Yes,23-Sep-16,13.2,13.55,,,Completed,,,,,,,,,,,Lay Sreynoch,23-Sep-16,Chhor Lyda,23-Sep-16,Yes,,,,Vannak,11-Oct-16,Yes,Yes,23-Sep-16,3,1987,30,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,6,4,2,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to pit latri,,Observed,Yes,,,0,,Buried,,"Yes, observed card",Yes,0,0,Yes,0,0,Yes,0,0,0,Wood,,Parquet or polished wood,,Metal,,Palm / bamboo / thatch,,0,0,Yes,0,0,0,0,0,0
P3_V82_3920,P3,V82,Siem Reap,Chi Kraeng,Lveaeng Ruessei,3920,Yes,26-Sep-16,13.4,14.01,,,Completed,,,,,,,,,,,Cheat Chansolinda,26-Sep-16,Chhem Bunthy,26-Sep-16,Yes,,,,Vannak,12-Oct-16,Yes,Yes,26-Sep-16,3,1990,27,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,6,2,4,2,Tube well or borehole,,In own yard/plot,,"Yes, sometimes",Yes,0,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,Yes,Yes,0,0,Yes,0,0,Yes,Wood,,Wood planks,,Clay tiles,,Wood planks / shingles,,1,0,0,Yes,0,0,Yes,0,0
P3_V465_4446,P3,V465,Siem Reap,Svay Leu,Kantuot,4446,Yes,26-Sep-16,12.12,12.3,,,Completed,,,,,,,,,,,Keo Chandararoth,26-Sep-16,Ong Seyha,26-Sep-16,Yes,,,,Socheat,11-Oct-16,Yes,Yes,26-Sep-16,8,1993,24,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,4,2,2,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Left in the open,,No,0,Yes,0,0,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,Yes,0,0
P2_V167_1383,P2,V167,Battambang,Rukh Kiri,Mukh Reah,1383,Yes,3-Sep-16,11.53,12.25,,,Completed,,,,,,,,,,,Veng Daline,3-Sep-16,Chhor Lyda,6-Sep-16,Yes,,,,Vannak,22-Sep-16,Yes,Yes,3-Sep-16,9,1990,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Lower Secondary (7-9),,6,2,4,2,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,Yes,Yes,Yes,0,0,0,0,0
P3_V288_3857,P3,V288,Siem Reap,Soutr Nikom,Chan Sar,3857,Yes,22-Sep-16,10.42,10.59,,,Completed,,,,,,,,,,,Veng Daline,22-Sep-16,Chhor Lyda,22-Sep-16,Yes,Oy Sreymom,29-Sep-16,Yes,Vannak,13-Oct-16,Yes,Yes,22-Sep-16,5,1989,27,Buddhist,,Upper Secondary (10–12),,Married or living together,Upper Secondary (10-12),,5,2,3,1,Tube well or borehole,,Elsewhere,20,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,None,Use another household’s latrine,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,Yes,0,Yes,Charcoal,,Cement,,Metal,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,0
P1_V179_0328,P1,V179,Pursat,Bakan,Ou Ta Paong,328,Yes,1-Sep-16,15.54,16.35,,,Completed,,,,,,,,,,,Ra Romphoun,1-Sep-16,Chhem Bunthy,1-Sep-16,Yes,,,,Socheat,5-Sep-16,Yes,Yes,1-Sep-16,7,1994,24,Buddhist,,Primary (1 – 6),,Married or living together,Never attended school,,8,5,3,1,Rainwater,,In own dwelling,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,"0328-1,0328-2",Yes,1,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,0,0,0,0,0,Wood,,Wood planks,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,0,0,0,0
P2_V220_3342,P2,V220,Battambang,Bavel,Prey Khpos,3342,Yes,12-Sep-16,16.11,16.43,,,Completed,,,,,,,,,,,Chhuoy Socheat,12-Sep-16,Chhor Lyda,14-Sep-16,Yes,,,,Vannak,9-Oct-16,Yes,Yes,12-Sep-16,8,1977,39,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,3,2,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,"Yes, expired card",Yes,0,0,Yes,0,0,Yes,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Palm / bamboo / thatch,,0,0,Yes,0,Yes,0,Yes,0,0
P3_V352_4027,P3,V352,Siem Reap,Chi Kraeng,Spean Tnaot,4027,Yes,23-Sep-16,13.05,13.28,,,Completed,,,,,,,,,,,Pichtip Vibol,23-Sep-16,Chhor Lyda,23-Sep-16,Yes,,,,Vannak,10-Oct-16,Yes,Yes,23-Sep-16,1,1997,19,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,3,1,2,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Put /rinsed into toilet or latri,,No,0,0,0,0,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,0,0,0,0,0,0,0,0,0
P3_V27_4068,P3,V27,Siem Reap,Soutr Nikom,Chan Sar,4068,Yes,24-Sep-16,14.4,15.05,,,Completed,,,,,,,,,,,Chea Sophana,24-Sep-16,Chhor Lyda,24-Sep-16,Yes,,,,Socheat,13-Oct-16,Yes,Yes,24-Sep-16,11,1986,29,Buddhist,,Primary (1 – 6),,Married or living together,Upper Secondary (10-12),,6,3,3,1,Unprotected dug well,,In own yard/plot,,"Yes, always",Yes,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Flush or pour flush to pit latri,,Observed,Yes,,NO PIT BELOW,Yes,1,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Clay tiles,,Wood planks / shingles,,1,Yes,Yes,0,0,0,Yes,0,0
P3_V8_5185,P3,V8,Siem Reap,Prasat Bakong,Ballangk,5185,Yes,21-Sep-16,10.2,10.43,,,Completed,,,,,,,,,,,At Sokchan,21-Sep-16,Chhorn Chanthy,22-Sep-16,Yes,,,,Socheat,7-Oct-16,Yes,Yes,21-Sep-16,9,1991,25,Christian,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,5,2,3,1,Unprotected dug well,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,Yes,3,Put /rinsed into toilet or latri,,No,0,0,Yes,Yes,0,0,0,Yes,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,Yes,0,0
P3_V302_4199,P3,V302,Siem Reap,Soutr Nikom,Khnar Pou,4199,Yes,23-Sep-16,11.1,11.3,,,Completed,,,,,,,,,,,Hieng Menglang,23-Sep-16,Chhorn Chanthy,24-Sep-16,Yes,,,,Vannak,11-Oct-16,Yes,Yes,23-Sep-16,8,1985,32,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,5,1,4,1,Tube well or borehole,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,0,0,Yes,0,0,Yes,0,0,0,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,0,0,0,Yes,0,Yes,0,0,0
P2_V165_1264,P2,V165,Battambang,Rukh Kiri,Mukh Reah,1264,Yes,3-Sep-16,16.25,16.55,,,Completed,,,,,,,,,,,Khat Chantrea,3-Sep-16,Chhor Lyda,6-Sep-16,Yes,,,,Vannak,22-Sep-16,Yes,Yes,3-Sep-16,3,1995,31,Buddhist,,Primary (1 – 6),,Married or living together,Primary (1 - 6),,5,2,3,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Other,THROWN INTO BUSH,No,Yes,Yes,0,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,Yes,0,0,0,0,0,0
P3_V8_5188,P3,V8,Siem Reap,Prasat Bakong,Ballangk,5188,Yes,21-Sep-16,13.02,13.2,,,Completed,,,,,,,,,,,Chan Sreymom,21-Sep-16,Chhorn Chanthy,22-Sep-16,Yes,,,,Socheat,7-Oct-16,Yes,Yes,21-Sep-16,3,1987,29,Buddhist,,Lower Secondary (7–9),,Married or living together,Never attended school,,4,2,2,1,Tube well or borehole,,Elsewhere,3,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Put / rinsed into drain or ditch,,"Yes, observed card",0,0,0,Yes,0,0,0,0,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,0,0,0,0,0,0,0
P3_V342_3980,P3,V342,Siem Reap,Chi Kraeng,Spean Tnaot,3980,Yes,23-Sep-16,14.05,14.3,,,Completed,,,,,,,,,,,Veng Daline,23-Sep-16,Chhor Lyda,23-Sep-16,Yes,,,,Vannak,10-Oct-16,Yes,Yes,23-Sep-16,1,1981,35,Buddhist,,Primary (1 – 6),,Married or living together,Lower Secondary (7-9),,3,1,2,1,Protected dug well,,Elsewhere,60,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",Use another household’s latrine,,,,,,0,,Buried,,No,0,Yes,0,Yes,0,0,0,Yes,0,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,Yes,0,0
P1_V3_0411,P1,V3,Pursat,Veal Veaeng,Anlong Reab,411,Yes,30-Aug-16,,,,,Not home at time of visit,30-Aug-16,15.57,16.37,,,Completed,,,,,Chhay Leangchheng,30-Aug-16,Chhorn Chanthy,31-Aug-16,Yes,Oy Sreymom,1-Sep-16,Yes,Vannak,3-Sep-16,Yes,Yes,30-Aug-16,10,1989,27,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,4,2,2,1,"Surface water (river, dam, lake,",,In own yard/plot,,"Yes, always",Yes,Yes,0,0,0,0,0,0,,No,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,0,Yes,Charcoal,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,0,Yes,0,0,0,0,0
P2_V405_1362,P2,V405,Battambang,Moung Ruessei,Ta Loas,1362,Yes,5-Sep-16,10.06,10.35,,,Completed,,,,,,,,,,,Veng Daline,5-Sep-16,Chhor Lyda,7-Sep-16,Yes,,,,Vannak,22-Sep-16,Yes,Yes,5-Sep-16,12,1957,58,Buddhist,,Primary (1 – 6),,Married or living together,Never attended school,,5,1,4,1,Rainwater,,In own yard/plot,,"Yes, sometimes",Yes,0,0,Yes,0,0,0,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Put /rinsed into toilet or latri,,No,Yes,Yes,Yes,Yes,0,0,Yes,0,0,0,Charcoal,,Parquet or polished wood,,Metal,,Wood planks / shingles,,1,0,Yes,Yes,0,0,Yes,0,0
P3_V9_4770,P3,V9,Siem Reap,Prasat Bakong,Ballangk,4770,Yes,21-Sep-16,14.24,14.4,,,Completed,,,,,,,,,,,Khat Srey Chen,21-Sep-16,Chhorn Chanthy,22-Sep-16,Yes,,,,Socheat,7-Oct-16,Yes,Yes,21-Sep-16,5,1993,24,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,6,2,4,1,Tube well or borehole,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Buried,,No,0,0,Yes,0,0,0,Yes,0,0,Yes,Wood,,Wood planks,,Clay tiles,,Wood planks / shingles,,1,0,0,Yes,0,0,Yes,0,0
P2_V63_1881,P2,V63,Battambang,Koas Krala,Doun Ba,1881,Yes,8-Sep-16,13.54,14.18,,,Completed,,,,,,,,,,,Chhoeun Ratana,8-Sep-16,Chhorn Chanthy,9-Sep-16,Yes,,,,Socheat,17-Sep-16,Yes,Yes,8-Sep-16,4,1991,25,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,7,3,4,1,Bottled water,,In own dwelling,,"Yes, always",0,0,0,0,0,0,Yes,0,,No,"Observed, mobile",Water is available,"Soap or detergent (bar, liquid,",Flush or pour flush to septic ta,,Observed,Yes,,,0,,Thrown into garbage,,No,Yes,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,Yes,Yes,Yes,Yes,0,Yes,0,0
P2_V168_1314,P2,V168,Battambang,Rukh Kiri,Mukh Reah,1314,Yes,3-Sep-16,14.35,15.05,,,Completed,,,,,,,,,,,Phang Pinan,3-Sep-16,Chhor Lyda,6-Sep-16,Yes,,,,Vannak,22-Sep-16,Yes,Yes,3-Sep-16,1,1987,28,Moslim,,Primary (1 – 6),,Married or living together,Never attended school,,5,3,2,1,Rainwater,,In own yard/plot,,"Yes, always",Yes,0,0,0,0,0,0,0,,No,"Observed, mobile",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,Yes,Yes,Yes,Yes,0,0,0,0,0,0,Wood,,Parquet or polished wood,,Calamine / cement fiber,,Wood planks / shingles,,0,0,Yes,Yes,0,0,Yes,0,0
P3_V23_4054,P3,V23,Siem Reap,Soutr Nikom,Chan Sar,4054,Yes,24-Sep-16,11.15,11.36,,,Completed,,,,,,,,,,,Leng Sokny,24-Sep-16,Chhor Lyda,27-Sep-16,Yes,,,,Socheat,11-Oct-16,Yes,Yes,24-Sep-16,5,1981,36,Buddhist,,Never attended school,,Married or living together,Never attended school,,5,3,2,1,Rainwater,,In own yard/plot,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,"Soap or detergent (bar, liquid,",No facility / bush / field,,,,,,0,,Other,THROWN OUT,"Yes, observed card",0,0,0,Yes,0,0,Yes,0,Yes,Yes,Wood,,Parquet or polished wood,,Metal,,Wood planks / shingles,,0,0,Yes,Yes,0,0,Yes,0,0
P3_V284_2784,P3,V284,Siem Reap,Banteay Srei,Run Ta Aek,2784,Yes,20-Sep-16,12.13,12.29,,,Completed,,,,,,,,,,,Chum Sophea,20-Sep-16,Ong Seyha,20-Sep-16,Yes,,,,Vannak,13-Oct-16,Yes,Yes,20-Sep-16,2,1997,21,Buddhist,,Lower Secondary (7–9),,Divorced or separated,,,9,1,8,1,Tube well or borehole,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,No facility / bush / field,,,,,,0,,Buried,,No,0,0,0,Yes,0,0,0,0,Yes,Yes,Wood,,Wood planks,,Metal,,Palm / bamboo / thatch,,0,0,0,Yes,0,0,Yes,0,0
P3_V338_4902,P3,V338,Siem Reap,Kralanh,Snuol,4902,Yes,15-Sep-16,13.37,14.05,,,Completed,,,,,,,,,,,Sum Chaya,15-Sep-16,Chhorn Chanthy,16-Sep-16,Yes,Oy Sreymom,21-Sep-16,Yes,Vannak,28-Sep-16,Yes,Yes,15-Sep-16,12,1972,45,Buddhist,,Never attended school,,Divorced or separated,,,5,1,4,1,Rainwater,,In own yard/plot,,No,0,0,0,0,0,0,0,0,,,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,0,,Buried,,No,0,0,Yes,Yes,0,0,Yes,0,0,Yes,Wood,,Wood planks,,Metal,,Wood planks / shingles,,0,0,0,Yes,0,0,Yes,0,0
P2_V60_1901,P2,V60,Battambang,Koas Krala,Doun Ba,1901,Yes,8-Sep-16,15,15.25,,,Completed,,,,,,,,,,,Vong Sokny,8-Sep-16,Chhorn Chanthy,10-Sep-16,Yes,,,,Socheat,18-Sep-16,Yes,Yes,8-Sep-16,9,1988,28,Buddhist,,Lower Secondary (7–9),,Married or living together,Primary (1 - 6),,3,2,1,1,Rainwater,,In own dwelling,,"Yes, always",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Use another household’s latrine,,,,,,0,,Buried,,"Yes, observed card",0,0,0,Yes,0,0,0,0,0,0,Wood,,Earth / Sand / Clay,,Metal,,Metal,,0,0,0,0,0,0,0,0,0
P3_V33_4104,P3,V33,Siem Reap,Soutr Nikom,Chan Sar,4104,Yes,26-Sep-16,11.59,12.2,,,Completed,,,,,,,,,,,Leng Sokny,26-Sep-16,Chhor Lyda,28-Sep-16,Yes,,,,Vannak,11-Oct-16,Yes,Yes,26-Sep-16,4,1991,26,Buddhist,,Primary (1 – 6),,Married or living together,Never attended school,,9,4,5,1,Unprotected dug well,,In own yard/plot,,"Yes, sometimes",0,0,0,Yes,0,0,0,0,,No,"Observed, fixed place",Water is available,None,Flush or pour flush to septic ta,,Observed,Yes,,,Yes,1,Put /rinsed into toilet or latri,,No,0,0,Yes,Yes,0,0,0,0,0,Yes,Wood,,Cement,,Metal,,Wood planks / shingles,,0,0,Yes,0,0,0,0,0,0
